LCLid,Mean_KWH_January,Mean_KWH_February,Mean_KWH_March,Mean_KWH_April,Mean_KWH_May,Mean_KWH_June,Mean_KWH_July,Mean_KWH_August,Mean_KWH_September,Mean_KWH_October,Mean_KWH_November,Mean_KWH_December
MAC002320,0.2041853593015446,0.0841137546468401,0.1763387096774193,0.1409625260235947,0.2454586969778374,0.2197938930603747,0.2834513094694426,0.1523089321692411,0.24106106884108258,0.24478576218938886,0.1496120749479528,0.048351913969106784
MAC002321,0.5680409664875755,0.3089479549442379,0.3331296174613835,0.1370055517002082,0.2319637338482202,0.1327814017349063,0.3823707184016118,0.05971994627266622,0.08122692574600972,0.1545083948959033,0.36832269236641224,0.20627535258562793
MAC002322,0.1751282740094022,0.0884661710037174,0.23824580241773,0.2749410130464955,0.3190389524513096,0.2288396950034698,0.0607936827956989,0.2926064472128946,0.0780971547536433,0.31378173270651444,0.14171269951422624,0.12237768817204302
MAC002323,0.1973807926124916,0.475594796133829,0.0599294354838709,0.135553088202637,0.2182914707857622,0.1652401111727966,0.0516648757555406,0.28975419744795167,0.09812491325468424,0.39830893223640024,0.19424496884108258,0.45382001356615176
MAC002325,0.2887494962390866,0.1373065476190476,0.1879032907991941,0.0740582928521859,0.1083687038280725,0.0310194309507286,0.1251094694425789,0.16449294828744124,0.013834836918806385,0.2485010071860309,0.4990786120231214,0.09191134989926125
MAC002326,0.2312599059100067,0.2633375465427509,0.1257352150537634,0.010090215128383,0.118178643384822,0.3581172795281054,0.2613431834116857,0.2373713901947616,0.28843233823733516,0.3192404296843519,0.2815870923664122,0.238451981128274
MAC002327,0.1437407656816655,0.2080029739776951,0.1239449294828744,0.2216668979181124,0.2519649832996632,0.1440714781401804,0.0731806582269979,0.12874278038952316,0.08176474663428175,0.0781645399597045,0.25272866037473973,0.09416118200134317
MAC002329,0.0780967092008059,0.2699710032713754,0.4424271318334453,0.090795281054823,0.2340953660174613,0.2444219292158223,0.0461571524513096,0.23596642055070516,0.13526509375433726,0.1897649428475487,0.0780902149201943,0.20201947609133647
MAC002330,0.2699550036937542,0.224840892267658,0.1915950302216252,0.1659306037473976,0.1799339554917444,0.290367106315059,0.1752592343854936,0.25488112834116855,0.041861901457321306,0.300389523707186,0.15594656495489242,0.15921289456010745
MAC002331,0.1589623905977165,0.667461710260223,0.2643693754197448,0.07328190743338,0.1858126257891202,0.0327604166666666,0.0803278800272665,0.029488247145735395,0.08968077716863289,0.12461853593015446,0.25297432331714087,0.11258159852249833
MAC002332,0.34065950322364,0.1465315985130111,0.2750839490933512,0.2168854961832061,0.1260463398253861,0.037147814018043,0.1101061114842176,0.2822269981195433,0.43237820916030534,0.33999328388179983,0.27500069403192223,0.03732034922766958
MAC002333,0.0917266621893888,0.1101881040892193,0.5204869036937542,0.272941012907703,0.1944808597044997,0.1290166551006245,0.0885409942876344,0.09121155137676293,0.14625676613462874,0.14254197447951647,0.24583206141568356,0.24467897924781734
MAC002335,0.5073810483870967,0.3359702604460967,0.2133223640698455,0.2623934768910479,0.1827884485560779,0.1979292157529493,0.2444734721289456,0.06904298186702486,0.20144760582928523,0.34464136977837473,0.13998959056210963,0.10846809939556748
MAC002337,0.1412236400268636,0.4397821558364312,0.1417197580645161,0.4686217911866759,0.0440162271805273,0.0815662735600277,0.0767676292813969,0.1595775688381464,0.15536458340277776,0.13489590335795837,0.20138931290770296,0.21894481837146704
MAC002338,0.4987431850071736,0.2946997019374068,0.1028596372733378,0.2743715275694444,0.3558146407656145,0.0491207494795281,0.039002686366689,0.26758428482202823,0.26876405267175574,0.15499328408327737,0.05082013888888889,0.11170497311827958
MAC002339,0.2688898588985896,0.1366364312267658,0.3036930824714574,0.1095232477446218,0.2211531227669576,0.1590569049271339,0.1540980523841504,0.08280792478173271,0.27102775850104094,0.2466527867024849,0.0810999306037474,0.41205376350806455
MAC002340,0.1751699131631968,0.230779181858736,0.1478126270196877,0.1211145038861901,0.2589046338482203,0.0820784177654406,0.110599059838818,0.07649966420416388,0.07064746703678002,0.29844190745466753,0.2574788342123525,0.12912961725990596
MAC002341,0.2866910676964405,0.1867791822304833,0.0762746809939556,0.2205232474670368,0.2522585627938213,0.1213138888888888,0.0609657488247145,0.08100067159167226,0.24062456655100622,0.24537004707857624,0.10898920593677718,0.21335795849563463
MAC002342,0.24983680322364,0.2370736061710037,0.0101464069845533,0.2548216517002082,0.0319973136333109,0.0937467037473976,0.2729012094086022,0.00033646742780389524,0.18609299097848717,0.04212625916722632,0.15167383768216516,0.36906380134318334
MAC002343,0.5997407663532572,0.0741516728624535,0.2466830086635325,0.1742089925895087,0.0375003357958361,0.2520513531575294,0.3057963710349462,0.2524499662189389,0.2915614156835531,0.15343384815312291,0.43006037501734906,0.10021289456010746
MAC002345,0.1443646742780389,0.1455962826765799,0.1009509738079247,0.1845815405968077,0.1279462728005372,0.0774399722414989,0.1606030893216924,0.07448319892473118,0.41265371235253295,0.18444392236400267,0.07306245662734212,0.14935752688172044
MAC002347,0.1147400940228341,0.1415271376208178,0.185372733378106,0.1333340277083333,0.2049724647414372,0.0423809854267869,0.239194761450638,0.14059100067159166,0.23103539208882723,0.2548226998656817,0.06898750867453157,0.10341101410342513
MAC002348,0.3460785758898589,0.274572598659717,0.070788448623237,0.2377534717361111,0.0784842175285426,0.1375988897987508,0.1049287634408602,0.038023505708529214,0.23382789701596113,0.2331867022834117,0.13038768369489154,0.48496171927468096
MAC002349,0.4649711214237744,0.1461598512267658,0.1875883142377434,0.1817113117279666,0.0464586971121558,0.1396460791811242,0.2396648754197448,0.0790852922095366,0.07001249132546843,0.1364042981867025,0.05842123532269257,0.44403156460711884
MAC002350,0.2854398924781733,0.7670312503720238,0.3394419074546675,0.0884011103400416,0.1632619207521826,0.0604018043025676,0.234111484351914,0.2784516129704301,0.17862040256766135,0.2011504366689053,0.15838653712699516,0.11172513440860216
MAC002351,0.1401981195433176,0.2520907062453531,0.2551477501678979,0.3772671756419153,0.0813492276695769,0.2253240800832754,0.0320638870208473,0.14014501069633883,0.29634818969359333,0.053802552048354595,0.14909923664122138,0.261250503626595
MAC002352,0.206815983546004,0.2011182156877323,0.7104351918737408,0.3050610688410826,0.1342182672934855,0.2588875780707841,0.3057447954331766,0.2014479513767629,0.11627966689798751,0.08137944929482875,0.45713393490631504,0.23818212365591399
MAC002353,0.1905413029550033,0.0965524163568773,0.279400268703828,0.2782387231783483,0.1043512423774345,0.1489590562109646,0.0851443922095366,0.13702350564137006,0.3162012492019431,0.24382001349899263,0.095941013185288,0.22300201484217594
MAC002354,0.248058428542646,0.0966468401486989,0.0951229012760241,0.2523046494795281,0.23225520483546,0.2702532965995836,0.0742513440860215,0.12472599053055741,0.14011589174184594,0.10512903225806451,0.14290631505898682,5.104096709200806e-05
MAC002355,0.0963713902619207,0.0911732342007435,0.11492881128274,0.1033643303261623,0.0849053055742108,0.1290201248438584,0.1542867696440564,0.26543922081934185,0.3400201249132547,0.14791806581598388,0.10861970860513533,0.14732997311827958
MAC002356,0.1462437877098724,0.3700282743303571,0.3643579585627938,0.0392324774462179,0.0475883143049026,0.2417300484385843,0.2300181329079919,0.05585887096774193,0.12371200555170021,0.3573868367360645,0.16661554476058293,0.24781865284974094
MAC002358,0.2225520484217595,0.1827672862453531,0.2517461383478845,0.1467925052047189,0.1302290127602417,0.1927605829979181,0.0882204301075268,0.2159556748153123,0.11295211658570438,0.05993216924110141,0.15645662727272727,0.4081531232370718
MAC002359,0.2983089323707186,0.3279955389591077,0.1894765799256505,0.19289243573907,0.1807333781732706,0.0292888888888888,0.0854368279569892,0.18318334452652787,0.20538514941013183,0.06369576897246475,0.12221929236641221,0.37849832081934187
MAC002360,0.1448079247145735,0.2121882438988095,0.2008918737407656,0.0709424009021512,0.0861846877098724,0.3173636360166551,0.1021571524513096,0.30437954239569315,0.2745111111111111,0.12479180658159839,0.04303335649756775,0.19423841511081263
MAC002361,0.7857426079301075,0.0662171003717472,0.1481139581254214,0.0541665510062456,0.2564442202956989,0.0939097848716169,0.0013109469442578,0.3690671589657489,0.18397918119361553,0.05652652793821357,0.22623733504510757,0.03581262592343855
MAC002362,0.2544563170026881,0.1522394049070632,0.2162589109616678,0.1718653712699514,0.2594546674278039,0.0625820584144645,0.2410953660846205,0.21365994623655912,0.041371963913948644,0.19664638269100743,0.05051371807000946,0.06574345198119542
MAC002363,0.1995598921938088,0.1394513010408921,0.1743881800537273,0.083648160999306,0.1495782404298186,0.1602088827203331,0.0779852249832102,0.1757931498321021,0.15986884136016655,0.12355339153794494,0.13166041666666667,0.12705641370047013
MAC002364,0.0987454667562122,0.1364728624535316,0.1549026192075218,0.1492456627342123,1.032987910342512,0.1945718251214434,0.118155809267965,0.07577031564808596,0.18834559347675225,0.43110342545332436,0.19829424011103403,0.22829281376762928
MAC002365,0.0983673605775688,0.4118171000743494,0.3940275351914036,0.1076939625260236,0.1406487576225654,0.0892116585704372,0.0443223640026863,0.10616789791806581,0.2434469118667592,0.09577352150537634,0.11599583622484386,0.08927333781061114
MAC002366,0.0884351914036266,0.2130505577695167,0.3564016115513768,0.2332449687716863,0.3276104772330423,0.0712310895211658,0.0872196102081934,0.190156480725319,0.20568494094378903,0.08917058435191404,0.414329268579627,0.12706044318334453
MAC002367,0.3923225806451612,0.2140386617843866,0.3089704497649429,0.0840374739764052,0.202629281531229,0.0926604166666666,0.2007991938885157,0.11999529885829416,0.15466342817487855,0.09402216245802553,0.14687369882026372,0.04061719274680994
MAC002368,0.1982995298858294,0.3382676580669145,0.2579462728005373,0.0720201249132546,0.0329973136333109,0.0017251908396946,0.1440073875083949,0.29446675621222296,0.2073927827203331,0.15944728005372732,0.22810902777777775,0.07397649429147078
MAC002369,0.3148112828072532,0.5602966539033457,0.0756682337139019,0.1251276888965996,0.3365231701141705,0.2322727271339347,0.221600402820685,0.1377676292813969,0.04491875000000001,0.151425117662861,0.31127480916030537,0.22017931484217595
MAC002370,0.2290859637340496,0.2141501859479554,0.0387051712558764,0.1816273421235253,0.1624684141801075,0.077971547536433,0.1199622386378961,0.2935077233713902,0.0735232477446218,0.10405910006715915,0.09681956974323386,0.2699838817998657
MAC002371,0.0430067159167226,0.1479933084758364,0.1825688383478844,0.0711604166666666,0.0711631967763599,0.1315142261623872,0.1858643386836803,0.12504835460040295,0.20951319444444444,0.04543384822028207,0.18528383067314366,0.14955607777031565
MAC002372,0.2024674279382135,0.0111368029739776,0.1517206179314976,0.282530187647467,0.162941414074074,0.0428702290076335,0.2608569509066487,0.12981262592343853,0.1003733518390007,0.2141208865010074,0.10069257453157529,0.09590664909335124
MAC002373,0.1459644055742108,0.3075751488095238,0.0709811953660174,0.1982935461485079,0.2166507723304231,0.1429586206896551,0.0546124916051041,0.16299395567494965,0.14433448993754336,0.061434431741761934,0.4148383058986815,0.19018603089321692
MAC002374,0.1683974740713224,0.152611152267658,0.0655083948959033,0.2072428868841082,0.0824654130288784,0.0991318528799444,0.1991739423102753,0.15713096037609134,0.34353018709229705,0.13327871054398926,0.40781887571131153,0.1847726966375252
MAC002375,0.1409832102081934,0.0820974702380952,0.1753109468770987,1.3295065941707147,0.07129079919409,0.4263580852185982,0.1801759570181329,0.2243799185888738,0.0597557251908397,0.17933781061114842,0.13576613462873005,0.44808394902619203
MAC002376,0.3604002685695097,0.0101501858736059,0.1031725990597716,0.1468861901457321,0.0880624580255204,0.1519014574600971,0.3100309139784946,0.02508730698455339,0.058047883414295634,0.10722498321020818,0.25739070083275506,1.544660846205507e-05
MAC002377,0.2327506722446236,0.2480743494423792,0.1690913364002686,0.538281747814018,0.0002256548018804,0.2452685635669673,0.3572914713230356,0.08240094029550034,0.11361415683553087,0.3790638010073875,0.2294267869535045,0.21306384388440858
MAC002378,0.2088905305574211,0.1119338289962825,0.1097165881799865,0.2008667591950035,0.2185238415715245,0.1596708334722222,0.2262466399193548,0.19009408608870967,0.03894031915336572,0.17267183274932615,0.3302213739764053,0.06005507071860308
MAC002379,0.3445580928811283,0.1887486988847583,0.2946044324378777,0.0448348369188063,0.0875802552048354,0.2261214433726578,0.1313754198119543,0.25976695768972463,0.1420249825815406,0.1697071858294157,8.258154059680777e-05,0.047291470785762256
MAC002380,0.5636890526527871,0.0896171003717472,0.0709220953660174,0.3027820956280361,0.134229684351914,0.2312276197085357,0.0840060443250503,0.18415983888515783,0.12625138888888887,0.28443720604432504,0.12726995142262318,0.3031349899932841
MAC002381,0.2209240590725806,0.1907940520446096,0.1158965748824714,0.1310818874392782,0.0480423102753525,0.0737293546148507,0.114474143787777,0.1657468098723976,0.3615031230395559,0.0930933512424446,0.25359819541984735,0.2562693081934184
MAC002382,0.0333493543758967,0.2578385418898809,0.1294875756212223,0.0721346287300485,0.2527199462726662,0.2322387230395558,0.1953035593015447,0.1572189388851578,0.07859541984732825,0.1625117524513096,0.3166516309507287,0.7199711026209679
MAC002383,0.1375097380792478,0.2567566965029761,0.2672827404969778,0.1712192921582234,0.0986608458697112,0.1766315058986814,0.1261631967763599,0.039793821356615175,0.11328868841082582,0.08906312961719275,0.3625815407356002,0.3136124916722633
MAC002384,0.0823102753525856,0.7499375463197027,0.0941511081262592,0.1923240803608605,0.5399778370718603,0.2992604166666667,0.3008656816655473,0.056462055070517124,0.06445454552394171,0.36757958300873067,0.16173143643303262,0.40767091954331763
MAC002385,0.3385439890530557,0.3788877323420074,0.2882169243787777,0.0941194444444444,0.1460691739422431,0.3948265095766828,0.1343049026192075,0.23593216910678308,0.15709299097848717,0.3780846210879785,0.03181540596807772,0.21518535936870384
MAC002386,0.154315648220282,0.1187219330855018,0.218703828139691,0.0718626489138051,0.234054398791135,0.2258750867453157,0.2609798523841504,0.09764875755540631,0.15160305336571825,0.149556077904634,0.08924149895905621,0.10612491584956346
MAC002387,0.0897414372733378,0.1156780667657992,0.1742249832102081,0.0977231089521165,0.1300873069845534,0.221426093129771,0.1260436534586971,0.12479852249832102,0.09858154059680778,0.20180053720617863,0.12637682185981958,0.14845601074546674
MAC002388,0.0101296171927468,0.4467349216679077,1.542944930087307,0.0243226925746009,0.2441705842847548,0.0828077723802914,0.1723022162525184,0.27022363969106783,0.03926786953504511,0.19235325708529213,0.18198750853573906,0.15728274002686365
MAC002389,0.2636467431161853,0.2381866171003717,0.1796747310483871,0.2153671061762664,0.2643707184016118,0.1234365024288688,0.1493700469442579,0.0722377434519812,0.21523108952116587,0.2221524512424446,0.10903886190145733,0.6381027539288113
MAC002390,0.1413512424445936,0.1993939860447185,0.952539288381464,0.0853671061762664,0.0798119543317662,0.242089583125,0.2851336466756212,0.06288306451612903,0.0700499653018737,6.850235057085292e-05,0.15630326155447608,0.01684150436534587
MAC002391,0.1623243787777031,0.2205278811152416,0.216270651443922,0.1352040249826509,0.2424298186030893,0.1135204718945177,0.2166783074546675,0.10437567204301076,0.16459333795975017,0.07785618279569892,0.03453851492019431,0.11293619879113499
MAC002392,0.047913364674278,0.1422371746468401,0.052306245802552,0.0549215822345593,0.1911390194761585,0.3231859820263705,0.0420725318334452,0.05020282081934184,0.19399930603747398,0.2683042311618536,0.07014920194309507,0.1737642713230356
MAC002393,0.1969570181329751,0.2083412634944237,0.3475648085963734,0.2149083967383761,0.3035399597044996,0.1360978487161693,0.1173057796370967,0.20890597716588313,0.09433263888888889,0.3329422432505037,0.20055447619708536,0.07141666666666667
MAC002394,0.3278481178091397,0.1619747211152416,0.1614318340496977,0.1020062501388889,0.3851806580926796,0.1894344205412907,0.1940423102081934,0.0978266129032258,0.34626231797362944,0.3048683677635997,0.3288501039555864,0.36720617837474817
MAC002395,0.2724123572867696,0.1819553903345724,0.0619267965077233,0.6818070782095768,0.2442135660846205,0.1837730742539902,0.2898676964405641,0.29568032236400266,0.19382859118667592,0.11419341840161182,0.15068563490631506,0.1847956987903226
MAC002396,0.8538797850906649,0.3946862452788104,0.1792887844190732,0.1358214037526059,0.1870960375419744,0.1701485079111728,0.1582249833445265,0.08481854838709678,0.1776564886884108,0.026834788448623238,0.11078487189451769,0.11754264620550706
MAC002397,0.3285248655241936,0.3439769518215613,0.2631773,0.2786134625954198,0.0926218938885157,0.1308292850798056,0.1811712558764271,0.21252384150436532,0.2678868841082581,0.13495967741935483,0.22980569035392087,0.002424445936870383
MAC002399,0.1252276695768972,0.3679576209665428,0.1107709872397582,0.2229797488128491,0.1589791806581598,0.2983566968771686,0.1839073204163868,0.078051040967092,0.09419153365718251,0.11682874412357287,0.195793893129771,0.26294627266621895
MAC002400,0.1163794492948287,0.2637806691449814,0.0723324378777703,0.3092713392088827,0.2757460854322668,0.0907619707147814,0.0519966397849462,0.16688918737407654,0.13686259548924357,0.16103089308260576,0.3573518389312977,1.5327474784419073
MAC002401,0.4842231186155913,0.1011219330855018,0.107760241773002,0.2652845245662734,0.1174392209536601,0.0711644692574601,0.0601659946236559,0.14633848206850236,0.08786398334489937,0.09258629952988583,0.0,1.4743290791806583
MAC002402,0.2479301544660846,0.0397657992565055,0.044117528542646,0.0812984038861901,0.3234842176628609,0.1452387231783483,0.2466574882471457,0.08597515097380792,0.31783344850798056,0.15256883814640698,0.1983504510756419,0.07556653225806452
MAC002403,0.2024434419153365,0.1809420072862453,0.2183783601478494,0.2514243057638889,0.1444042981867024,0.2430083275503123,0.1042787105439892,0.09347750181329752,0.37181262997918113,0.04892746809939556,0.06215128369188064,0.2506545695564516
MAC002405,0.2169167225654802,0.1481263940520446,0.100752688172043,0.2187633587092297,0.3219811956346541,0.2738702290770298,0.1319919408999328,0.19405708522498322,0.14499306037473977,0.08104499664204164,0.03557113115891742,0.11519677642713232
MAC002406,0.142951645399597,0.0930951674349442,0.1426615177971793,0.312537126925746,0.1533505708529214,0.168553087925052,0.2669892546675621,0.07973337810611149,0.2142761972241499,0.19216588327736733,0.27554059687716864,0.07922968435191403
MAC002407,0.2127736732706514,0.0709434523809523,0.0686239086635325,0.3866738375433727,0.1600208193418401,0.1530666204024982,0.1000758898589657,0.1742122229684352,0.1487494795281055,0.29145198119543314,0.26732755010409437,0.5686286095366018
MAC002408,0.1941820014775016,0.1711040892936803,0.3047092006044325,0.2626546213342599,0.2135594361316319,0.1866072172102706,0.0606501007387508,0.20603425117528545,0.19031089528105483,0.1327575553391538,0.961190839555864,0.08763331094694425
MAC002410,0.1715231699126931,0.1141867559523809,0.1020268636668905,0.2664198473976405,0.2983666891202149,0.0439618320610687,0.0998098118279569,0.09123707186030894,0.0,0.11338482189388852,0.20781679347675225,0.18205729884038196
MAC002411,0.437164539758227,0.1573531599256505,0.6565298856950974,0.0327244968771686,0.3437817328408328,0.0551901458015267,0.0350745466756212,0.33468300873069173,0.07202428868841083,0.20374479516453994,0.4416585696044414,0.10265010080591
MAC002412,0.3112149090664876,0.1088810408921933,0.1292625923438549,0.2003532269951422,0.0884126344758064,0.2076356696044413,0.1977352150537634,0.1993700469442579,0.2405687498611111,0.16578441900604435,0.17363705759888967,0.4142459674731183
MAC002414,0.3082585621893888,0.3468066916728624,0.3911497648085963,0.3191901709401709,0.1511564806581598,0.0805857043719639,0.1077029569892473,0.15921289462726662,0.28189729375433725,0.2516870382807253,0.042106250000000005,0.2249670918065816
MAC002415,0.2803425119543318,0.0761055762081784,0.2227233042310275,0.1296412213740458,0.2246796501678979,0.1262567661346287,0.316672506671159,0.2570315648085964,0.31746805576388887,0.0,0.15056974330326162,0.3922683260928043
MAC002416,0.087507723304231,0.1120371747211895,0.3837683009402283,0.4030791113809854,0.2756845996637525,0.2488431643997224,0.0918643384822028,0.08320147750167899,0.11050173490631506,0.16394821795561532,0.34342748091603054,0.0507755377016129
MAC002417,0.0386071188717259,0.1355717472118959,0.2716984552719946,0.1534226231783483,0.1819348555406313,0.104558639833449,0.2031779717931497,0.09164069845533916,0.03064677307425399,0.058764942847548685,0.26157043740458014,0.09543049026192076
MAC002419,0.1793767627938213,0.119983643197026,0.0979731363331094,0.3388140180430257,0.1429946272666219,0.0658563496877168,0.0573861652115513,0.08884486232370718,0.06394864684247051,0.007590329079919409,0.03098126301179736,0.6112196107454667
MAC002420,0.1837280053055742,0.1600617100371747,0.2693868367360644,0.1223657182512144,0.1998635751344086,0.1137446217904233,0.1731061114842176,0.2928418209104938,0.1122019431644691,0.17032572202820684,0.10552441953562851,0.13237096774193546
MAC002422,0.0662558764271323,0.3150505571747212,0.229429147011417,0.1577709923664122,0.0503861652115513,0.0525281054823039,0.1470617865681665,0.20450906642041639,0.17177168632893824,0.26897582269979853,0.1353421235947259,0.33005104103425115
MAC002423,0.0751645399597045,0.2237256505576208,0.3138804566823371,0.3229083966689798,0.0642155809267965,0.1815687501388888,0.0916964404969778,0.14515849563465413,0.05392782789729354,0.77420819516454,0.0724441360166551,0.36962659523169916
MAC002424,0.1517159167226326,0.1635888476579925,0.402585627333781,0.3190979848505907,0.1827098723975822,0.0981408743927827,0.0548744123572867,0.19917271505376347,0.14932824427480915,0.18656413700470112,0.3293199167244969,0.5069422431833445
MAC002425,0.1042493279569892,1.553183644163569,0.3171840161182001,0.4371179738376127,0.0778925453324378,0.3347036781401804,0.2156588312961719,0.1350355942243116,0.10160166551006247,0.3869516454667562,0.1900978487161693,0.04882471457353929
MAC002426,0.1653942243116185,0.2050557622304832,0.3099966422431162,0.0944517693962526,0.1380020147750168,0.1055857043719639,0.0710906648757555,0.18981329758227,0.08225676613462873,0.18754734728005373,0.07009070624535316,0.2426554736064473
MAC002427,0.1135876427803895,0.981243122527881,0.1711288519607843,0.1771659722222222,0.2920691741437206,0.1607022900763358,0.222429147011417,6.044325050369375e-06,0.17714365045107563,0.0069294828744123575,0.002323386537126995,0.1812249832102082
MAC002428,0.3679610476830087,0.1731930552777777,0.027696440564137,0.2303277779166666,0.1036044325050369,0.0578070783483691,0.1938697112155809,0.058983210208193415,0.22796322012491324,0.17089187374076562,0.42442262303955586,0.12400873069173943
MAC002429,0.0761229012760241,0.2194438661710037,0.2529704302419355,0.2864212355308813,0.0665695098052384,0.1700478835530881,0.0961137281292059,0.2222706513767629,0.11449791659722221,0.3890335797850906,1.3770353930603747,0.19986165198119543
MAC002430,0.1027958361316319,0.0514542750929368,0.5898581999327956,0.2205017346981262,0.1152699798522498,0.1429535044413601,0.2677478144586415,0.2941833447280054,0.09893199167244969,0.23773875057085295,0.9409979156944445,0.11946474150436535
MAC002431,0.1458549361316319,0.3082698882527881,0.1376816655473472,0.1376120749479528,0.0364952956317204,0.0930117976405274,0.1850167897918065,0.21544862330423104,0.20527897286606522,0.1315520483546004,0.06167730742539902,0.12914976494291472
MAC002434,0.1501820014103425,0.16224684,0.5200107459368704,0.2130166551006245,0.1738139691739422,0.0596106870229007,0.1407622565480188,0.11557421081262594,0.7092079002079003,0.1037085501858736,0.22841151963913947,0.18285157824042983
MAC002435,0.0990470114170584,0.0719449814126394,0.2115328723183391,0.06606106870229,0.1173720617864338,0.200686329146426,0.1902098184263617,0.026850906648757555,0.16243719639139487,0.13102552041638685,0.11011527777777778,0.16946877098723975
MAC002436,0.2774267471774193,0.1756475837174721,0.1525695097380792,0.0586335877168632,0.3735151105439893,0.0596030534351145,0.0926742780389523,0.05385752688172043,0.25250867453157533,0.06611081262592344,0.07518459403192228,0.08434922766957689
MAC002437,0.2532115514439221,0.2935152417100372,0.3383640031564808,0.2340749999999999,0.096724647414372,0.155802220610687,0.1139496306245802,0.11229751511081264,0.0,0.334420416453996,0.5111492021512839,0.04718468770987239
MAC002438,0.1733308128544423,0.109282527732342,0.134431161853593,0.0823580846634281,0.1555010075889859,0.1924934073560027,0.0820913364674278,0.16727333781061116,0.15365232491325467,0.17228139691067829,0.09209027777777778,0.17664895749831874
MAC002440,0.1890208192746809,0.0747472118959107,0.1985386161853593,0.1452845246356696,0.067149765077233,0.0993809854267869,0.2758522234576757,0.016192746809939557,0.07246842470506593,0.07886328945176961,0.1640763358778626,0.33915648085963734
MAC002441,1.619184687844191,0.1083063197026022,0.4253606449294828,0.2588278970853573,0.1637306916722632,0.3097751562803608,0.2975466754197448,0.14474546675621222,0.010141568355308814,0.006629952988582942,0.4057404581540596,0.020824714573539287
MAC002442,0.2099637098118279,0.1893627858627858,0.2136586021505376,0.1181082581540596,0.1564713804713804,0.2240729672689367,0.1391826729348556,0.0368354600402955,0.25192782789729357,0.3708462057756884,0.37067522553782095,0.4068272111564626
MAC002443,0.9311927472800536,0.2384921932342007,0.6680402950302217,0.0675704371963914,0.107893817204301,0.1642914645385149,0.2058147119361554,0.101658159838818,0.255441360166551,1.1385997308932168,0.19784385850104094,0.4963640026863667
MAC002447,0.1682014773002014,0.2291687733828996,0.0652431162525184,0.1234739764052741,0.085609805238415,0.2372236111805555,0.1079355271994627,0.1504331766286098,0.7163122824427481,0.6727034298587761,0.3263032614850798,0.2875789121558093
MAC002449,0.2342827402283412,0.1146579926394052,0.1659241102081934,0.0354559333795975,0.2457547040994623,0.0957258848022206,0.1760429817327065,0.15991873754197447,0.18589521151977795,0.06704701141705843,0.04689659958362249,0.22469430051813472
MAC002450,0.0622337139019476,0.1444342007434944,0.2757069889112903,0.1771131158223456,0.0544754869039623,0.1308167938931297,4.231027535258563e-05,0.10407186037609133,0.35835183927827896,0.21729214231027533,0.09835669673837613,0.22261920745466757
MAC002451,0.3791524515110813,0.066139033457249,0.3314067566216216,0.1289077030534351,0.1343942243116185,0.0901748784871617,0.0661134989926124,0.07552988569509737,0.334080499722415,0.09723505708529213,0.5965919495489244,0.05434274193548387
MAC002453,0.1569771502688172,0.3038237915241635,0.2421302889187374,0.4174642602359473,0.1646675621222297,0.2819632199861208,0.2064734721289456,0.13433579583613164,0.07814712005551701,0.07436668905305574,0.12816041666666667,0.13635191403626595
MAC002454,0.0868381464069845,0.0979141791791044,0.1383552719946272,0.1063102012491325,0.1025789120214909,0.3477203329632199,0.2824969781061115,0.5591370038952317,0.13691603053435114,0.2845930155137676,0.29129632179042336,0.07994489247311828
MAC002456,0.1906171927468099,0.6451205361607143,0.1693425117528542,0.1751311588480222,0.3295614507051713,0.13729493407356,0.181996642175957,0.17607723304231027,0.31961346280360864,0.08236534586971121,0.30332893872310895,0.2878071238575269
MAC002458,0.2769805238415043,0.1765144982156133,0.0768616521826729,0.0670617626648161,0.21318035,0.235009715405968,0.1579046339825386,0.15632034922766957,0.09698265086745315,0.11457421087978509,0.5330374731436502,0.20361114848891873
MAC002459,0.1245107527553763,0.3940698881784387,0.0857101546738399,0.1659285218598195,0.2143525857622565,0.1094552394170714,0.0385010073875084,0.0,0.07754614850798057,0.26028878455339155,0.05964791666666667,0.06474143727333781
MAC002460,0.0835003357958361,0.1827055762081784,0.2630423101410343,0.157627342331714,0.2406655472800537,0.1861138102012491,0.0789153794492948,0.14622162525184687,0.0994767522553782,0.3629462728676965,0.2294281746703678,0.1302276696440564
MAC002461,0.1129274680993955,0.3751903347211896,0.0894728006044325,0.106214434351145,0.0974358629952988,0.0,0.108431161853593,0.05502417736736065,0.038589174253990284,0.2020107456682337,0.17687925045107564,0.1509065860215054
MAC002462,0.2188045667562122,0.2845843866914498,0.1348354600402955,0.0852241498959056,0.1352377434519812,0.0610124913254684,0.1691061114170584,0.029690396239086637,0.06480638445523941,0.44969039684351914,0.12548299784871617,0.2386957690396239
MAC002465,0.3094815312961719,0.0984181547619047,0.3601020817327065,0.4024247049271339,0.0870067204301075,0.2240569049965302,0.0166548018804566,0.2314543010080645,0.3234621789729355,0.0363622311827957,0.24212907709923662,0.1687071860308932
MAC002466,0.2448965746809939,0.2828334572490706,0.1232605775688381,0.0492123525329632,0.3395359300873069,0.2756793895905621,0.147195564516129,0.3094640698455339,0.17828521866759195,0.09217327065144393,0.12693958333333333,0.10751443922095366
